dim,id,mode,freq,size,len,attr_ratio,score,TP,FP,FN,Precision,Recall,F1,Transition_Accuracy,Attractors_Correct,Attractors_True_Count,Attractors_Learned_Count,Attractors_Precision,Attractors_Recall,Attractors_F1,filename
10,003,async,1,100,10,0.6,BDE,9,14,20,0.391304347826087,0.3103448275862069,0.34615384615384615,0.0009765625,0,2,252,0.0,0.0,0.0,10d_003_async_f1_s100_l10_at0.6_scrBDE.bif
10,003,async,1,1,100,0.0,MDL,5,8,24,0.38461538461538464,0.1724137931034483,0.23809523809523808,0.0029296875,1,2,384,0.0026041666666666665,0.5,0.0051813471502590676,10d_003_async_f1_s1_l100_at0.0_scrMDL.bif
10,003,async,1,100,50,0.3,BDE,11,19,18,0.36666666666666664,0.3793103448275862,0.3728813559322034,0.0009765625,1,2,1024,0.0009765625,0.5,0.001949317738791423,10d_003_async_f1_s100_l50_at0.3_scrBDE.bif
10,003,async,5,10,10,0.3,BDE,6,11,23,0.35294117647058826,0.20689655172413793,0.2608695652173913,0.0,0,2,24,0.0,0.0,0.0,10d_003_async_f5_s10_l10_at0.3_scrBDE.bif
10,003,sync,1,100,10,1.0,MDL,10,16,19,0.38461538461538464,0.3448275862068966,0.3636363636363637,0.0009765625,0,3,9,0.0,0.0,0.0,10d_003_sync_f1_s100_l10_at1.0_scrMDL.bif
10,003,sync,5,100,10,0.6,BDE,10,20,19,0.3333333333333333,0.3448275862068966,0.33898305084745767,0.0,0,3,2,0.0,0.0,0.0,10d_003_sync_f5_s100_l10_at0.6_scrBDE.bif
10,003,async,1,1,50,0.8,BDE,1,3,28,0.25,0.034482758620689655,0.0606060606060606,0.001953125,1,2,512,0.001953125,0.5,0.0038910505836575876,10d_003_async_f1_s1_l50_at0.8_scrBDE.bif
10,003,async,5,300,100,0.8,MDL,9,21,20,0.3,0.3103448275862069,0.3050847457627119,0.00390625,0,2,26,0.0,0.0,0.0,10d_003_async_f5_s300_l100_at0.8_scrMDL.bif
10,003,async,5,300,50,0.8,BDE,8,22,21,0.26666666666666666,0.27586206896551724,0.2711864406779661,0.0,0,2,10,0.0,0.0,0.0,10d_003_async_f5_s300_l50_at0.8_scrBDE.bif
10,003,sync,1,10,50,0.5,MDL,8,20,21,0.2857142857142857,0.27586206896551724,0.28070175438596495,0.001953125,0,3,3,0.0,0.0,0.0,10d_003_sync_f1_s10_l50_at0.5_scrMDL.bif
10,003,async,10,100,10,0.9,MDL,6,14,23,0.3,0.20689655172413793,0.24489795918367346,0.001953125,0,2,24,0.0,0.0,0.0,10d_003_async_f10_s100_l10_at0.9_scrMDL.bif
10,003,async,1,10,100,0.2,BDE,11,19,18,0.36666666666666664,0.3793103448275862,0.3728813559322034,0.0009765625,1,2,800,0.00125,0.5,0.002493765586034913,10d_003_async_f1_s10_l100_at0.2_scrBDE.bif
10,003,async,1,10,10,0.4,MDL,7,8,22,0.4666666666666667,0.2413793103448276,0.3181818181818182,0.0009765625,0,2,288,0.0,0.0,0.0,10d_003_async_f1_s10_l10_at0.4_scrMDL.bif
10,003,async,5,1,50,0.7,MDL,4,6,25,0.4,0.13793103448275862,0.20512820512820515,0.0009765625,0,2,4,0.0,0.0,0.0,10d_003_async_f5_s1_l50_at0.7_scrMDL.bif
10,003,sync,10,300,50,1.0,MDL,8,22,21,0.26666666666666666,0.27586206896551724,0.2711864406779661,0.0,0,3,4,0.0,0.0,0.0,10d_003_sync_f10_s300_l50_at1.0_scrMDL.bif
10,003,async,1,100,100,0.7,MDL,12,18,17,0.4,0.41379310344827586,0.4067796610169491,0.0009765625,1,2,896,0.0011160714285714285,0.5,0.0022271714922048997,10d_003_async_f1_s100_l100_at0.7_scrMDL.bif
10,003,async,10,1,10,0.9,BDE,0,0,29,0.0,0.0,0.0,0.0009765625,1,2,1024,0.0009765625,0.5,0.001949317738791423,10d_003_async_f10_s1_l10_at0.9_scrBDE.bif
10,003,async,1,300,50,0.1,BDE,11,19,18,0.36666666666666664,0.3793103448275862,0.3728813559322034,0.0009765625,1,2,1024,0.0009765625,0.5,0.001949317738791423,10d_003_async_f1_s300_l50_at0.1_scrBDE.bif
10,003,async,10,300,50,0.9,BDE,8,22,21,0.26666666666666666,0.27586206896551724,0.2711864406779661,0.00390625,0,2,6,0.0,0.0,0.0,10d_003_async_f10_s300_l50_at0.9_scrBDE.bif
10,003,sync,5,1,10,0.3,MDL,1,2,28,0.3333333333333333,0.034482758620689655,0.0625,0.0009765625,0,3,128,0.0,0.0,0.0,10d_003_sync_f5_s1_l10_at0.3_scrMDL.bif
10,003,sync,5,300,500,1.0,BDE,8,22,21,0.26666666666666666,0.27586206896551724,0.2711864406779661,0.001953125,0,3,2,0.0,0.0,0.0,10d_003_sync_f5_s300_l500_at1.0_scrBDE.bif
10,003,sync,1,10,10,0.7,BDE,6,14,23,0.3,0.20689655172413793,0.24489795918367346,0.0,0,3,2,0.0,0.0,0.0,10d_003_sync_f1_s10_l10_at0.7_scrBDE.bif
10,003,async,1,1,100,0.7,BDE,5,4,24,0.5555555555555556,0.1724137931034483,0.26315789473684215,0.0,0,2,48,0.0,0.0,0.0,10d_003_async_f1_s1_l100_at0.7_scrBDE.bif
10,003,sync,10,100,10,1.0,BDE,11,15,18,0.4230769230769231,0.3793103448275862,0.4,0.001953125,0,3,8,0.0,0.0,0.0,10d_003_sync_f10_s100_l10_at1.0_scrBDE.bif
10,003,async,1,100,10,0.1,MDL,9,19,20,0.32142857142857145,0.3103448275862069,0.31578947368421056,0.0,0,2,704,0.0,0.0,0.0,10d_003_async_f1_s100_l10_at0.1_scrMDL.bif
10,003,async,1,300,10,0.3,MDL,11,19,18,0.36666666666666664,0.3793103448275862,0.3728813559322034,0.001953125,1,2,420,0.002380952380952381,0.5,0.004739336492890996,10d_003_async_f1_s300_l10_at0.3_scrMDL.bif
10,003,sync,1,300,50,1.0,BDE,8,21,21,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.0029296875,0,3,4,0.0,0.0,0.0,10d_003_sync_f1_s300_l50_at1.0_scrBDE.bif
10,003,async,1,10,50,0.6,BDE,9,16,20,0.36,0.3103448275862069,0.3333333333333333,0.0,0,2,576,0.0,0.0,0.0,10d_003_async_f1_s10_l50_at0.6_scrBDE.bif
10,003,async,5,1,10,0.5,BDE,1,1,28,0.5,0.034482758620689655,0.06451612903225806,0.0048828125,0,2,256,0.0,0.0,0.0,10d_003_async_f5_s1_l10_at0.5_scrBDE.bif
10,003,sync,10,300,100,1.0,BDE,9,21,20,0.3,0.3103448275862069,0.3050847457627119,0.0,0,3,3,0.0,0.0,0.0,10d_003_sync_f10_s300_l100_at1.0_scrBDE.bif
10,003,async,5,100,10,0.8,MDL,8,15,21,0.34782608695652173,0.27586206896551724,0.3076923076923077,0.0048828125,0,2,5,0.0,0.0,0.0,10d_003_async_f5_s100_l10_at0.8_scrMDL.bif
10,003,async,1,1,500,0.6,BDE,8,11,21,0.42105263157894735,0.27586206896551724,0.3333333333333333,0.0009765625,0,2,576,0.0,0.0,0.0,10d_003_async_f1_s1_l500_at0.6_scrBDE.bif
10,003,sync,1,100,10,0.8,MDL,8,21,21,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.00390625,0,3,4,0.0,0.0,0.0,10d_003_sync_f1_s100_l10_at0.8_scrMDL.bif
10,003,sync,10,1,50,1.0,BDE,0,0,29,0.0,0.0,0.0,0.0009765625,1,3,1024,0.0009765625,0.3333333333333333,0.0019474196689386564,10d_003_sync_f10_s1_l50_at1.0_scrBDE.bif
10,003,sync,1,1,50,0.9,BDE,2,2,27,0.5,0.06896551724137931,0.1212121212121212,0.0,0,3,64,0.0,0.0,0.0,10d_003_sync_f1_s1_l50_at0.9_scrBDE.bif
10,003,async,1,300,50,0.6,MDL,11,19,18,0.36666666666666664,0.3793103448275862,0.3728813559322034,0.0009765625,1,2,896,0.0011160714285714285,0.5,0.0022271714922048997,10d_003_async_f1_s300_l50_at0.6_scrMDL.bif
10,003,async,5,300,50,1.0,BDE,8,21,21,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.0048828125,0,2,4,0.0,0.0,0.0,10d_003_async_f5_s300_l50_at1.0_scrBDE.bif
10,003,async,5,300,100,1.0,MDL,9,21,20,0.3,0.3103448275862069,0.3050847457627119,0.0009765625,0,2,4,0.0,0.0,0.0,10d_003_async_f5_s300_l100_at1.0_scrMDL.bif
10,003,async,1,10,10,0.3,BDE,7,5,22,0.5833333333333334,0.2413793103448276,0.34146341463414637,0.0009765625,0,2,256,0.0,0.0,0.0,10d_003_async_f1_s10_l10_at0.3_scrBDE.bif
10,003,sync,5,300,10,0.3,MDL,9,21,20,0.3,0.3103448275862069,0.3050847457627119,0.0009765625,0,3,2,0.0,0.0,0.0,10d_003_sync_f5_s300_l10_at0.3_scrMDL.bif
10,003,async,5,1,50,0.0,BDE,2,2,27,0.5,0.06896551724137931,0.1212121212121212,0.0,0,2,256,0.0,0.0,0.0,10d_003_async_f5_s1_l50_at0.0_scrBDE.bif
10,003,async,1,100,100,0.0,BDE,11,19,18,0.36666666666666664,0.3793103448275862,0.3728813559322034,0.0009765625,1,2,1024,0.0009765625,0.5,0.001949317738791423,10d_003_async_f1_s100_l100_at0.0_scrBDE.bif
10,003,async,1,10,100,0.5,MDL,10,19,19,0.3448275862068966,0.3448275862068966,0.3448275862068966,0.0009765625,1,2,896,0.0011160714285714285,0.5,0.0022271714922048997,10d_003_async_f1_s10_l100_at0.5_scrMDL.bif
10,003,async,1,1,50,1.0,BDE,0,1,29,0.0,0.0,0.0,0.001953125,0,2,512,0.0,0.0,0.0,10d_003_async_f1_s1_l50_at1.0_scrBDE.bif
10,003,async,1,100,50,0.4,MDL,11,19,18,0.36666666666666664,0.3793103448275862,0.3728813559322034,0.0009765625,1,2,896,0.0011160714285714285,0.5,0.0022271714922048997,10d_003_async_f1_s100_l50_at0.4_scrMDL.bif
10,003,async,5,10,10,0.4,MDL,6,12,23,0.3333333333333333,0.20689655172413793,0.2553191489361702,0.0,0,2,2,0.0,0.0,0.0,10d_003_async_f5_s10_l10_at0.4_scrMDL.bif
10,003,sync,10,10,10,0.7,MDL,3,14,26,0.17647058823529413,0.10344827586206896,0.13043478260869565,0.0,0,3,2,0.0,0.0,0.0,10d_003_sync_f10_s10_l10_at0.7_scrMDL.bif
10,003,sync,1,1,100,0.9,MDL,4,5,25,0.4444444444444444,0.13793103448275862,0.21052631578947367,0.0009765625,0,3,16,0.0,0.0,0.0,10d_003_sync_f1_s1_l100_at0.9_scrMDL.bif
10,003,async,10,100,10,0.4,MDL,6,23,23,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.0,0,2,4,0.0,0.0,0.0,10d_003_async_f10_s100_l10_at0.4_scrMDL.bif
10,003,sync,1,100,10,0.2,BDE,8,21,21,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.0029296875,0,3,3,0.0,0.0,0.0,10d_003_sync_f1_s100_l10_at0.2_scrBDE.bif
10,003,async,5,100,50,0.7,BDE,8,22,21,0.26666666666666666,0.27586206896551724,0.2711864406779661,0.0,0,2,11,0.0,0.0,0.0,10d_003_async_f5_s100_l50_at0.7_scrBDE.bif
10,003,async,5,100,500,1.0,BDE,9,21,20,0.3,0.3103448275862069,0.3050847457627119,0.001953125,0,2,5,0.0,0.0,0.0,10d_003_async_f5_s100_l500_at1.0_scrBDE.bif
10,003,async,1,10,10,0.9,MDL,1,7,28,0.125,0.034482758620689655,0.05405405405405405,0.0,0,2,24,0.0,0.0,0.0,10d_003_async_f1_s10_l10_at0.9_scrMDL.bif
10,003,sync,5,300,10,0.9,BDE,11,19,18,0.36666666666666664,0.3793103448275862,0.3728813559322034,0.0,0,3,2,0.0,0.0,0.0,10d_003_sync_f5_s300_l10_at0.9_scrBDE.bif
10,003,async,10,1,10,0.4,BDE,0,0,29,0.0,0.0,0.0,0.0009765625,1,2,1024,0.0009765625,0.5,0.001949317738791423,10d_003_async_f10_s1_l10_at0.4_scrBDE.bif
10,003,sync,1,1,50,0.3,MDL,7,18,22,0.28,0.2413793103448276,0.25925925925925924,0.0009765625,0,3,2,0.0,0.0,0.0,10d_003_sync_f1_s1_l50_at0.3_scrMDL.bif
10,003,sync,5,10,50,1.0,MDL,8,16,21,0.3333333333333333,0.27586206896551724,0.3018867924528302,0.0009765625,0,3,2,0.0,0.0,0.0,10d_003_sync_f5_s10_l50_at1.0_scrMDL.bif
10,003,async,1,10,100,1.0,MDL,4,7,25,0.36363636363636365,0.13793103448275862,0.2,0.001953125,0,2,256,0.0,0.0,0.0,10d_003_async_f1_s10_l100_at1.0_scrMDL.bif
10,003,async,1,1,50,0.5,BDE,6,4,23,0.6,0.20689655172413793,0.3076923076923077,0.0,0,2,64,0.0,0.0,0.0,10d_003_async_f1_s1_l50_at0.5_scrBDE.bif
10,003,async,5,10,100,0.6,BDE,8,22,21,0.26666666666666666,0.27586206896551724,0.2711864406779661,0.0,0,2,17,0.0,0.0,0.0,10d_003_async_f5_s10_l100_at0.6_scrBDE.bif
10,003,async,10,300,10,0.6,MDL,6,24,23,0.2,0.20689655172413793,0.20338983050847456,0.001953125,0,2,4,0.0,0.0,0.0,10d_003_async_f10_s300_l10_at0.6_scrMDL.bif
10,003,sync,1,10,50,0.8,MDL,8,19,21,0.2962962962962963,0.27586206896551724,0.2857142857142857,0.0009765625,0,3,3,0.0,0.0,0.0,10d_003_sync_f1_s10_l50_at0.8_scrMDL.bif
10,003,sync,5,1,500,1.0,MDL,0,4,29,0.0,0.0,0.0,0.0,0,3,64,0.0,0.0,0.0,10d_003_sync_f5_s1_l500_at1.0_scrMDL.bif
10,003,sync,1,300,10,0.0,BDE,8,21,21,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.0029296875,0,3,3,0.0,0.0,0.0,10d_003_sync_f1_s300_l10_at0.0_scrBDE.bif
10,003,async,5,300,10,0.0,BDE,8,22,21,0.26666666666666666,0.27586206896551724,0.2711864406779661,0.0,0,2,12,0.0,0.0,0.0,10d_003_async_f5_s300_l10_at0.0_scrBDE.bif
10,003,async,5,1,10,1.0,BDE,0,0,29,0.0,0.0,0.0,0.0009765625,1,2,1024,0.0009765625,0.5,0.001949317738791423,10d_003_async_f5_s1_l10_at1.0_scrBDE.bif
10,003,sync,10,300,10,0.7,BDE,10,20,19,0.3333333333333333,0.3448275862068966,0.33898305084745767,0.0,0,3,1,0.0,0.0,0.0,10d_003_sync_f10_s300_l10_at0.7_scrBDE.bif
10,003,sync,1,300,50,0.5,BDE,8,20,21,0.2857142857142857,0.27586206896551724,0.28070175438596495,0.001953125,0,3,2,0.0,0.0,0.0,10d_003_sync_f1_s300_l50_at0.5_scrBDE.bif
10,003,sync,1,10,100,0.6,BDE,8,20,21,0.2857142857142857,0.27586206896551724,0.28070175438596495,0.001953125,0,3,3,0.0,0.0,0.0,10d_003_sync_f1_s10_l100_at0.6_scrBDE.bif
10,003,async,1,1,10,0.0,BDE,0,3,29,0.0,0.0,0.0,0.0009765625,0,2,128,0.0,0.0,0.0,10d_003_async_f1_s1_l10_at0.0_scrBDE.bif
10,003,sync,5,100,100,1.0,MDL,11,19,18,0.36666666666666664,0.3793103448275862,0.3728813559322034,0.005859375,0,3,2,0.0,0.0,0.0,10d_003_sync_f5_s100_l100_at1.0_scrMDL.bif
10,003,sync,5,1,10,0.9,BDE,0,0,29,0.0,0.0,0.0,0.0009765625,1,3,1024,0.0009765625,0.3333333333333333,0.0019474196689386564,10d_003_sync_f5_s1_l10_at0.9_scrBDE.bif
10,003,sync,5,10,100,1.0,MDL,7,18,22,0.28,0.2413793103448276,0.25925925925925924,0.0,0,3,4,0.0,0.0,0.0,10d_003_sync_f5_s10_l100_at1.0_scrMDL.bif
10,003,sync,1,1,10,0.6,MDL,0,4,29,0.0,0.0,0.0,0.001953125,0,3,64,0.0,0.0,0.0,10d_003_sync_f1_s1_l10_at0.6_scrMDL.bif
10,003,async,10,10,10,0.4,BDE,4,14,25,0.2222222222222222,0.13793103448275862,0.1702127659574468,0.0009765625,0,2,4,0.0,0.0,0.0,10d_003_async_f10_s10_l10_at0.4_scrBDE.bif
10,003,sync,10,100,500,1.0,MDL,12,18,17,0.4,0.41379310344827586,0.4067796610169491,0.0048828125,0,3,4,0.0,0.0,0.0,10d_003_sync_f10_s100_l500_at1.0_scrMDL.bif
10,003,sync,1,100,50,0.7,BDE,8,21,21,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.0029296875,0,3,3,0.0,0.0,0.0,10d_003_sync_f1_s100_l50_at0.7_scrBDE.bif
10,003,async,5,100,10,0.2,BDE,7,22,22,0.2413793103448276,0.2413793103448276,0.2413793103448276,0.00390625,0,2,2,0.0,0.0,0.0,10d_003_async_f5_s100_l10_at0.2_scrBDE.bif
10,003,async,10,1,100,0.7,MDL,4,10,25,0.2857142857142857,0.13793103448275862,0.18604651162790697,0.00390625,0,2,2,0.0,0.0,0.0,10d_003_async_f10_s1_l100_at0.7_scrMDL.bif
10,003,async,1,100,50,0.9,MDL,11,15,18,0.4230769230769231,0.3793103448275862,0.4,0.001953125,1,2,326,0.003067484662576687,0.5,0.006097560975609756,10d_003_async_f1_s100_l50_at0.9_scrMDL.bif
10,003,async,5,10,10,0.9,MDL,4,3,25,0.5714285714285714,0.13793103448275862,0.2222222222222222,0.00390625,0,2,16,0.0,0.0,0.0,10d_003_async_f5_s10_l10_at0.9_scrMDL.bif
10,003,sync,1,300,10,0.7,MDL,8,21,21,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.0029296875,0,3,3,0.0,0.0,0.0,10d_003_sync_f1_s300_l10_at0.7_scrMDL.bif
10,003,async,1,10,500,0.9,MDL,10,19,19,0.3448275862068966,0.3448275862068966,0.3448275862068966,0.0009765625,1,2,896,0.0011160714285714285,0.5,0.0022271714922048997,10d_003_async_f1_s10_l500_at0.9_scrMDL.bif
10,003,async,1,300,100,0.6,BDE,11,19,18,0.36666666666666664,0.3793103448275862,0.3728813559322034,0.0009765625,1,2,896,0.0011160714285714285,0.5,0.0022271714922048997,10d_003_async_f1_s300_l100_at0.6_scrBDE.bif
10,003,sync,5,1,100,0.9,MDL,1,7,28,0.125,0.034482758620689655,0.05405405405405405,0.0,0,3,12,0.0,0.0,0.0,10d_003_sync_f5_s1_l100_at0.9_scrMDL.bif
10,003,async,1,1,50,0.2,MDL,5,6,24,0.45454545454545453,0.1724137931034483,0.25000000000000006,0.0009765625,1,2,768,0.0013020833333333333,0.5,0.002597402597402597,10d_003_async_f1_s1_l50_at0.2_scrMDL.bif
10,003,sync,1,100,10,0.5,MDL,8,21,21,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.0029296875,0,3,3,0.0,0.0,0.0,10d_003_sync_f1_s100_l10_at0.5_scrMDL.bif
10,003,sync,1,1,500,1.0,MDL,6,16,23,0.2727272727272727,0.20689655172413793,0.23529411764705882,0.0,0,3,4,0.0,0.0,0.0,10d_003_sync_f1_s1_l500_at1.0_scrMDL.bif
10,003,sync,5,10,50,0.8,MDL,6,16,23,0.2727272727272727,0.20689655172413793,0.23529411764705882,0.0,0,3,4,0.0,0.0,0.0,10d_003_sync_f5_s10_l50_at0.8_scrMDL.bif
10,003,async,10,100,10,0.3,BDE,6,23,23,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.001953125,0,2,2,0.0,0.0,0.0,10d_003_async_f10_s100_l10_at0.3_scrBDE.bif
10,003,async,10,1,10,0.3,MDL,0,1,29,0.0,0.0,0.0,0.0,0,2,512,0.0,0.0,0.0,10d_003_async_f10_s1_l10_at0.3_scrMDL.bif
10,003,sync,1,1,50,0.4,BDE,6,12,23,0.3333333333333333,0.20689655172413793,0.2553191489361702,0.0,0,3,5,0.0,0.0,0.0,10d_003_sync_f1_s1_l50_at0.4_scrBDE.bif
10,003,sync,1,10,50,1.0,MDL,8,18,21,0.3076923076923077,0.27586206896551724,0.29090909090909095,0.0029296875,0,3,4,0.0,0.0,0.0,10d_003_sync_f1_s10_l50_at1.0_scrMDL.bif
10,003,async,5,100,100,0.9,BDE,7,23,22,0.23333333333333334,0.2413793103448276,0.23728813559322037,0.0,0,2,13,0.0,0.0,0.0,10d_003_async_f5_s100_l100_at0.9_scrBDE.bif
10,003,async,1,10,100,0.8,MDL,10,15,19,0.4,0.3448275862068966,0.3703703703703704,0.0,0,2,416,0.0,0.0,0.0,10d_003_async_f1_s10_l100_at0.8_scrMDL.bif
10,003,async,10,10,50,0.6,MDL,6,16,23,0.2727272727272727,0.20689655172413793,0.23529411764705882,0.001953125,0,2,3,0.0,0.0,0.0,10d_003_async_f10_s10_l50_at0.6_scrMDL.bif
10,003,async,10,10,10,0.3,MDL,6,12,23,0.3333333333333333,0.20689655172413793,0.2553191489361702,0.0,0,2,2,0.0,0.0,0.0,10d_003_async_f10_s10_l10_at0.3_scrMDL.bif
10,003,sync,10,10,50,1.0,BDE,8,16,21,0.3333333333333333,0.27586206896551724,0.3018867924528302,0.0,0,3,5,0.0,0.0,0.0,10d_003_sync_f10_s10_l50_at1.0_scrBDE.bif
10,003,async,10,1,50,0.6,MDL,4,12,25,0.25,0.13793103448275862,0.17777777777777778,0.0,0,2,4,0.0,0.0,0.0,10d_003_async_f10_s1_l50_at0.6_scrMDL.bif
10,003,sync,1,1,10,0.1,BDE,0,0,29,0.0,0.0,0.0,0.0009765625,1,3,1024,0.0009765625,0.3333333333333333,0.0019474196689386564,10d_003_sync_f1_s1_l10_at0.1_scrBDE.bif
10,003,async,5,1,10,0.8,BDE,0,0,29,0.0,0.0,0.0,0.0009765625,1,2,1024,0.0009765625,0.5,0.001949317738791423,10d_003_async_f5_s1_l10_at0.8_scrBDE.bif
10,003,sync,10,1,500,1.0,BDE,0,0,29,0.0,0.0,0.0,0.0009765625,1,3,1024,0.0009765625,0.3333333333333333,0.0019474196689386564,10d_003_sync_f10_s1_l500_at1.0_scrBDE.bif
10,003,async,5,100,10,0.5,MDL,10,20,19,0.3333333333333333,0.3448275862068966,0.33898305084745767,0.0,0,2,6,0.0,0.0,0.0,10d_003_async_f5_s100_l10_at0.5_scrMDL.bif
10,003,sync,1,300,100,0.7,MDL,8,21,21,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.0029296875,0,3,3,0.0,0.0,0.0,10d_003_sync_f1_s300_l100_at0.7_scrMDL.bif
10,003,async,1,1,10,0.7,MDL,0,1,29,0.0,0.0,0.0,0.0,0,2,512,0.0,0.0,0.0,10d_003_async_f1_s1_l10_at0.7_scrMDL.bif
10,003,sync,10,1,10,0.7,MDL,1,1,28,0.5,0.034482758620689655,0.06451612903225806,0.0,0,3,256,0.0,0.0,0.0,10d_003_sync_f10_s1_l10_at0.7_scrMDL.bif
10,003,async,5,300,10,0.7,MDL,11,19,18,0.36666666666666664,0.3793103448275862,0.3728813559322034,0.001953125,0,2,4,0.0,0.0,0.0,10d_003_async_f5_s300_l10_at0.7_scrMDL.bif
10,003,sync,5,100,50,0.9,MDL,8,21,21,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.0,0,3,2,0.0,0.0,0.0,10d_003_sync_f5_s100_l50_at0.9_scrMDL.bif
10,003,async,1,1,100,0.8,MDL,6,4,23,0.6,0.20689655172413793,0.3076923076923077,0.0,0,2,256,0.0,0.0,0.0,10d_003_async_f1_s1_l100_at0.8_scrMDL.bif
10,003,sync,5,10,10,1.0,MDL,7,16,22,0.30434782608695654,0.2413793103448276,0.2692307692307692,0.001953125,0,3,10,0.0,0.0,0.0,10d_003_sync_f5_s10_l10_at1.0_scrMDL.bif
10,003,async,1,1,10,0.5,BDE,1,0,28,1.0,0.034482758620689655,0.06666666666666667,0.0,0,2,512,0.0,0.0,0.0,10d_003_async_f1_s1_l10_at0.5_scrBDE.bif
10,003,async,5,1,100,1.0,MDL,2,4,27,0.3333333333333333,0.06896551724137931,0.1142857142857143,0.001953125,0,2,16,0.0,0.0,0.0,10d_003_async_f5_s1_l100_at1.0_scrMDL.bif
10,003,sync,1,10,10,0.8,MDL,7,14,22,0.3333333333333333,0.2413793103448276,0.28,0.0,0,3,2,0.0,0.0,0.0,10d_003_sync_f1_s10_l10_at0.8_scrMDL.bif
10,003,async,5,300,10,0.5,BDE,10,20,19,0.3333333333333333,0.3448275862068966,0.33898305084745767,0.0009765625,0,2,5,0.0,0.0,0.0,10d_003_async_f5_s300_l10_at0.5_scrBDE.bif
10,003,async,10,100,100,0.8,BDE,7,23,22,0.23333333333333334,0.2413793103448276,0.23728813559322037,0.0,0,2,4,0.0,0.0,0.0,10d_003_async_f10_s100_l100_at0.8_scrBDE.bif
10,003,async,1,1,500,0.9,MDL,4,6,25,0.4,0.13793103448275862,0.20512820512820515,0.001953125,0,2,32,0.0,0.0,0.0,10d_003_async_f1_s1_l500_at0.9_scrMDL.bif
10,003,async,5,100,10,0.7,BDE,7,19,22,0.2692307692307692,0.2413793103448276,0.2545454545454545,0.00390625,0,2,3,0.0,0.0,0.0,10d_003_async_f5_s100_l10_at0.7_scrBDE.bif
10,003,async,10,10,10,0.1,BDE,1,3,28,0.25,0.034482758620689655,0.0606060606060606,0.0,0,2,192,0.0,0.0,0.0,10d_003_async_f10_s10_l10_at0.1_scrBDE.bif
10,003,sync,5,300,50,0.9,BDE,7,23,22,0.23333333333333334,0.2413793103448276,0.23728813559322037,0.0,0,3,1,0.0,0.0,0.0,10d_003_sync_f5_s300_l50_at0.9_scrBDE.bif
10,003,async,1,10,50,0.9,MDL,7,7,22,0.5,0.2413793103448276,0.32558139534883723,0.0009765625,1,2,896,0.0011160714285714285,0.5,0.0022271714922048997,10d_003_async_f1_s10_l50_at0.9_scrMDL.bif
10,003,sync,1,1,10,0.3,MDL,0,2,29,0.0,0.0,0.0,0.0029296875,0,3,256,0.0,0.0,0.0,10d_003_sync_f1_s1_l10_at0.3_scrMDL.bif
10,003,sync,1,100,500,1.0,MDL,8,21,21,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.0029296875,0,3,3,0.0,0.0,0.0,10d_003_sync_f1_s100_l500_at1.0_scrMDL.bif
10,003,async,10,1,50,0.4,BDE,3,10,26,0.23076923076923078,0.10344827586206896,0.14285714285714288,0.0009765625,0,2,12,0.0,0.0,0.0,10d_003_async_f10_s1_l50_at0.4_scrBDE.bif
10,003,sync,1,1,50,0.6,MDL,4,12,25,0.25,0.13793103448275862,0.17777777777777778,0.0029296875,0,3,3,0.0,0.0,0.0,10d_003_sync_f1_s1_l50_at0.6_scrMDL.bif
10,003,async,1,300,50,0.9,BDE,10,19,19,0.3448275862068966,0.3448275862068966,0.3448275862068966,0.0009765625,0,2,420,0.0,0.0,0.0,10d_003_async_f1_s300_l50_at0.9_scrBDE.bif
10,003,async,10,1,10,0.1,BDE,0,0,29,0.0,0.0,0.0,0.0009765625,1,2,1024,0.0009765625,0.5,0.001949317738791423,10d_003_async_f10_s1_l10_at0.1_scrBDE.bif
10,003,sync,1,100,10,0.7,BDE,8,21,21,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.0029296875,0,3,3,0.0,0.0,0.0,10d_003_sync_f1_s100_l10_at0.7_scrBDE.bif
10,003,async,10,100,10,0.1,MDL,6,17,23,0.2608695652173913,0.20689655172413793,0.23076923076923075,0.001953125,0,2,2,0.0,0.0,0.0,10d_003_async_f10_s100_l10_at0.1_scrMDL.bif
10,003,async,1,100,100,1.0,BDE,7,12,22,0.3684210526315789,0.2413793103448276,0.2916666666666667,0.0029296875,0,2,47,0.0,0.0,0.0,10d_003_async_f1_s100_l100_at1.0_scrBDE.bif
10,003,async,5,1,50,1.0,BDE,0,0,29,0.0,0.0,0.0,0.0009765625,1,2,1024,0.0009765625,0.5,0.001949317738791423,10d_003_async_f5_s1_l50_at1.0_scrBDE.bif
